status_id,screen_name,created_at,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,negative,positive
1418524181076004869,Usqueinfinem,2021-07-23T10:51:34Z,9,0,3,8,1,4,2,1,10,3
1418524302966722560,PoutineFrance,2021-07-23T10:52:03Z,9,0,3,8,1,4,2,1,10,3
1418524325938860032,collomp_rene,2021-07-23T10:52:08Z,9,0,3,8,1,4,2,1,10,3
1418524390229217280,FerreuxMarc,2021-07-23T10:52:24Z,9,0,3,8,1,4,2,1,10,3
1418524395308523521,SophiePoiret2,2021-07-23T10:52:25Z,9,0,3,8,1,4,2,1,10,3
1418524400614268929,Mc_Fly80,2021-07-23T10:52:26Z,9,0,3,8,1,4,2,1,10,3
1418524401985855491,lindsay16069030,2021-07-23T10:52:26Z,9,0,3,8,1,4,2,1,10,3
1418524570483666946,cldpcrd,2021-07-23T10:53:07Z,9,0,3,8,1,4,2,1,10,3
1418524589060239363,M06Sof,2021-07-23T10:53:11Z,9,0,3,8,1,4,2,1,10,3
1418524590981189633,RSWANG6,2021-07-23T10:53:12Z,9,0,3,8,1,4,2,1,10,3
1418524624141291522,Jojo_patriote,2021-07-23T10:53:19Z,9,0,3,8,1,4,2,1,10,3
1418524723001106435,Frg05815731,2021-07-23T10:53:43Z,9,0,3,8,1,4,2,1,10,3
1418524734581510146,VOiseaufeu,2021-07-23T10:53:46Z,9,0,3,8,1,4,2,1,10,3
1418524821625917448,frexiteuseBFC,2021-07-23T10:54:07Z,9,0,3,8,1,4,2,1,10,3
1418524827804123137,Jbl_PSG_Fan,2021-07-23T10:54:08Z,9,0,3,8,1,4,2,1,10,3
1418524929612558337,evelyne98611901,2021-07-23T10:54:32Z,9,0,3,8,1,4,2,1,10,3
1418524961187246082,Candide62,2021-07-23T10:54:40Z,9,0,3,8,1,4,2,1,10,3
1418525037859049473,DarklingPixie,2021-07-23T10:54:58Z,9,0,3,8,1,4,2,1,10,3
1418525063146528772,Impulsive_tech,2021-07-23T10:55:04Z,9,0,3,8,1,4,2,1,10,3
1418525234068656134,Tarakasan,2021-07-23T10:55:45Z,9,0,3,8,1,4,2,1,10,3
1418525260949999626,BatMamatt,2021-07-23T10:55:51Z,9,0,3,8,1,4,2,1,10,3
1418525389186535429,MarseilleVie92,2021-07-23T10:56:22Z,9,0,3,8,1,4,2,1,10,3
1418525469121581057,Georges11276648,2021-07-23T10:56:41Z,9,0,3,8,1,4,2,1,10,3
1418525483856187394,Avanajones1,2021-07-23T10:56:44Z,9,0,3,8,1,4,2,1,10,3
1418525484682522624,Resistant592649,2021-07-23T10:56:45Z,9,0,3,8,1,4,2,1,10,3
1418525601556729859,melomane132,2021-07-23T10:57:12Z,9,0,3,8,1,4,2,1,10,3
1418525612600434689,sibel_sibeeel,2021-07-23T10:57:15Z,9,0,3,8,1,4,2,1,10,3
1418525631428632577,lrestistant73,2021-07-23T10:57:20Z,9,0,3,8,1,4,2,1,10,3
1418525656946814977,Thomas_Calvi,2021-07-23T10:57:26Z,9,0,3,8,1,4,2,1,10,3
1418525690706767876,YBringaud,2021-07-23T10:57:34Z,9,0,3,8,1,4,2,1,10,3
1418525719030865920,DjeG15,2021-07-23T10:57:41Z,9,0,3,8,1,4,2,1,10,3
1418525752828518400,gentilhomme_v,2021-07-23T10:57:49Z,9,0,3,8,1,4,2,1,10,3
1418525778724200450,ChantalRobertet,2021-07-23T10:57:55Z,9,0,3,8,1,4,2,1,10,3
1418525818624614402,Libre_Parole_Fr,2021-07-23T10:58:04Z,9,0,3,8,1,4,2,1,10,3
1418525834667823106,HalloweenJack49,2021-07-23T10:58:08Z,9,0,3,8,1,4,2,1,10,3
1418525891492257793,vahinee_i,2021-07-23T10:58:22Z,9,0,3,8,1,4,2,1,10,3
1418525953836322817,SnOw__ShoW,2021-07-23T10:58:36Z,9,0,3,8,1,4,2,1,10,3
1418526067875323904,thewhite_tigger,2021-07-23T10:59:04Z,9,0,3,8,1,4,2,1,10,3
1418526105385017345,ArdechWood,2021-07-23T10:59:13Z,9,0,3,8,1,4,2,1,10,3
1418526173823438854,JESAPPELLEHEDDY,2021-07-23T10:59:29Z,9,0,3,8,1,4,2,1,10,3
1418526206966865922,neo5906,2021-07-23T10:59:37Z,9,0,3,8,1,4,2,1,10,3
1418526214977998854,Fatyf25Faty,2021-07-23T10:59:39Z,9,0,3,8,1,4,2,1,10,3
1418526220174639104,phil899422,2021-07-23T10:59:40Z,9,0,3,8,1,4,2,1,10,3
1418526287702933505,Fabrizio_Emilia,2021-07-23T10:59:56Z,9,0,3,8,1,4,2,1,10,3
1418526377725341697,saikonobiwa,2021-07-23T11:00:18Z,9,0,3,8,1,4,2,1,10,3
1418526518481989633,didierleprevos1,2021-07-23T11:00:51Z,9,0,3,8,1,4,2,1,10,3
1418526519899660290,_HPVD_,2021-07-23T11:00:51Z,9,0,3,8,1,4,2,1,10,3
1418526585926336513,fabol22,2021-07-23T11:01:07Z,9,0,3,8,1,4,2,1,10,3
1418526650350845953,mitziranveer,2021-07-23T11:01:23Z,9,0,3,8,1,4,2,1,10,3
1418526675453845506,JeanCrousti,2021-07-23T11:01:29Z,9,0,3,8,1,4,2,1,10,3
1418526938688331783,LabaguetteP,2021-07-23T11:02:31Z,9,0,3,8,1,4,2,1,10,3
1418527024709357574,FrenchReagan2,2021-07-23T11:02:52Z,9,0,3,8,1,4,2,1,10,3
1418527027519541248,DjowSmith,2021-07-23T11:02:52Z,9,0,3,8,1,4,2,1,10,3
1418527099594366979,leroyjeanluc11,2021-07-23T11:03:10Z,9,0,3,8,1,4,2,1,10,3
1418527142866980866,FerreMariePier1,2021-07-23T11:03:20Z,9,0,3,8,1,4,2,1,10,3
1418527207409004544,melodetine,2021-07-23T11:03:35Z,9,0,3,8,1,4,2,1,10,3
1418527411902234624,QuentinLeGoff2,2021-07-23T11:04:24Z,9,0,3,8,1,4,2,1,10,3
1418527436707405827,Baretsky01,2021-07-23T11:04:30Z,9,0,3,8,1,4,2,1,10,3
1418527508698476544,Rhume19,2021-07-23T11:04:47Z,9,0,3,8,1,4,2,1,10,3
1418527552738635787,poulafret,2021-07-23T11:04:58Z,9,0,3,8,1,4,2,1,10,3
1418527555137773569,patrice_sans,2021-07-23T11:04:58Z,9,0,3,8,1,4,2,1,10,3
1418527600612347907,greygoose_92,2021-07-23T11:05:09Z,9,0,3,8,1,4,2,1,10,3
1418527616412291080,planetegayah1,2021-07-23T11:05:13Z,9,0,3,8,1,4,2,1,10,3
1418527726366072835,B91220,2021-07-23T11:05:39Z,9,0,3,8,1,4,2,1,10,3
1418527750663589889,leftistsintears,2021-07-23T11:05:45Z,9,0,3,8,1,4,2,1,10,3
1418527760633540618,idamriii,2021-07-23T11:05:47Z,9,0,3,8,1,4,2,1,10,3
1418527760948076544,Luludodo10,2021-07-23T11:05:47Z,9,0,3,8,1,4,2,1,10,3
1418527767864426497,Cocodu121,2021-07-23T11:05:49Z,9,0,3,8,1,4,2,1,10,3
1418527804594008065,Amanojackou,2021-07-23T11:05:58Z,9,0,3,8,1,4,2,1,10,3
1418527814542893058,Jihnaya,2021-07-23T11:06:00Z,9,0,3,8,1,4,2,1,10,3
1418528012098736128,MarieMeltout,2021-07-23T11:06:47Z,9,0,3,8,1,4,2,1,10,3
1418528058051530755,SKova1,2021-07-23T11:06:58Z,9,0,3,8,1,4,2,1,10,3
1418528332426194952,hostilus,2021-07-23T11:08:04Z,9,0,3,8,1,4,2,1,10,3
1418528348641300488,fifiland781,2021-07-23T11:08:07Z,9,0,3,8,1,4,2,1,10,3
1418528397957947398,Armeln2009,2021-07-23T11:08:19Z,9,0,3,8,1,4,2,1,10,3
1418528481772769281,MlDelphine,2021-07-23T11:08:39Z,9,0,3,8,1,4,2,1,10,3
1418528524928012289,OComplot,2021-07-23T11:08:49Z,9,0,3,8,1,4,2,1,10,3
1418528579290284038,predicator72,2021-07-23T11:09:02Z,9,0,3,8,1,4,2,1,10,3
1418528599917961218,ThafsuthB,2021-07-23T11:09:07Z,9,0,3,8,1,4,2,1,10,3
1418528639533129730,milene12019560,2021-07-23T11:09:17Z,9,0,3,8,1,4,2,1,10,3
1418528656088047620,kattalingorria,2021-07-23T11:09:21Z,9,0,3,8,1,4,2,1,10,3
1418528728825671680,victorcamill,2021-07-23T11:09:38Z,9,0,3,8,1,4,2,1,10,3
1418528739655303172,iamsebou,2021-07-23T11:09:41Z,9,0,3,8,1,4,2,1,10,3
1418528799835230210,Elleenamarre,2021-07-23T11:09:55Z,9,0,3,8,1,4,2,1,10,3
1418528805472415758,turenne1611,2021-07-23T11:09:56Z,9,0,3,8,1,4,2,1,10,3
1418528872820322307,Kkkaaro,2021-07-23T11:10:12Z,9,0,3,8,1,4,2,1,10,3
1418528872900005889,ajpplusfrancais,2021-07-23T11:10:12Z,9,0,3,8,1,4,2,1,10,3
1418528964860162051,Titi71379525,2021-07-23T11:10:34Z,9,0,3,8,1,4,2,1,10,3
1418529050356764679,Natno21,2021-07-23T11:10:55Z,9,0,3,8,1,4,2,1,10,3
1418529173115703308,emmacocoadoll,2021-07-23T11:11:24Z,9,0,3,8,1,4,2,1,10,3
1418529228132323335,ilFante_libera,2021-07-23T11:11:37Z,9,0,3,8,1,4,2,1,10,3
1418529368033353729,sx_mermaid,2021-07-23T11:12:10Z,9,0,3,8,1,4,2,1,10,3
1418529407510122497,Jojomijejoslt,2021-07-23T11:12:20Z,9,0,3,8,1,4,2,1,10,3
1418529569049612291,ChatSansPass,2021-07-23T11:12:58Z,9,0,3,8,1,4,2,1,10,3
1418529636296839174,julien0686,2021-07-23T11:13:14Z,9,0,3,8,1,4,2,1,10,3
1418529691904925701,ChiliMosquito,2021-07-23T11:13:28Z,9,0,3,8,1,4,2,1,10,3
1418529731465654275,HudeFranck1,2021-07-23T11:13:37Z,9,0,3,8,1,4,2,1,10,3
1418530010646949888,MickeyK20617684,2021-07-23T11:14:44Z,9,0,3,8,1,4,2,1,10,3
1418530023447879680,MarieLeocadie,2021-07-23T11:14:47Z,9,0,3,8,1,4,2,1,10,3
1418530034873143297,NaomyJoly,2021-07-23T11:14:49Z,9,0,3,8,1,4,2,1,10,3
1418530180528807938,MegPritchett_,2021-07-23T11:15:24Z,9,0,3,8,1,4,2,1,10,3
1418530199294074880,Gogui_Resistant,2021-07-23T11:15:29Z,9,0,3,8,1,4,2,1,10,3
1418530207938617345,damianmarreles,2021-07-23T11:15:31Z,9,0,3,8,1,4,2,1,10,3
1418530235792904196,srfc27,2021-07-23T11:15:37Z,9,0,3,8,1,4,2,1,10,3
1418530600395366401,MornyDe,2021-07-23T11:17:04Z,9,0,3,8,1,4,2,1,10,3
1418530786656063491,FlorentGastin,2021-07-23T11:17:49Z,9,0,3,8,1,4,2,1,10,3
1418530844139048963,milliesback,2021-07-23T11:18:02Z,9,0,3,8,1,4,2,1,10,3
1418530994190233605,lauzetm,2021-07-23T11:18:38Z,9,0,3,8,1,4,2,1,10,3
1418531038381363200,BERARDStphane1,2021-07-23T11:18:49Z,9,0,3,8,1,4,2,1,10,3
1418531051186659329,jcda26083666,2021-07-23T11:18:52Z,9,0,3,8,1,4,2,1,10,3
1418531071247982596,BABOUNE04,2021-07-23T11:18:57Z,9,0,3,8,1,4,2,1,10,3
1418531076897710082,ilypaname,2021-07-23T11:18:58Z,9,0,3,8,1,4,2,1,10,3
1418531246502780931,4Tchat,2021-07-23T11:19:38Z,9,0,3,8,1,4,2,1,10,3
1418531255415672836,Pepsy91213648,2021-07-23T11:19:40Z,9,0,3,8,1,4,2,1,10,3
1418531259245109250,comtemic,2021-07-23T11:19:41Z,9,0,3,8,1,4,2,1,10,3
1418531267251945474,GuyJeff1,2021-07-23T11:19:43Z,9,0,3,8,1,4,2,1,10,3
1418531315478106113,BerthildeDe,2021-07-23T11:19:55Z,9,0,3,8,1,4,2,1,10,3
1418531488778309634,Black_For_Ever,2021-07-23T11:20:36Z,9,0,3,8,1,4,2,1,10,3
1418531501172568069,AnneMar92467450,2021-07-23T11:20:39Z,9,0,3,8,1,4,2,1,10,3
1418531560656093187,vivelescokiyett,2021-07-23T11:20:53Z,9,0,3,8,1,4,2,1,10,3
1418531731305598983,Carl_Marois,2021-07-23T11:21:34Z,9,0,3,8,1,4,2,1,10,3
1418531782937522182,adr_m97,2021-07-23T11:21:46Z,9,0,3,8,1,4,2,1,10,3
1418531908305174533,Jojo82841059,2021-07-23T11:22:16Z,9,0,3,8,1,4,2,1,10,3
1418532020058210305,CoiteGregory,2021-07-23T11:22:43Z,9,0,3,8,1,4,2,1,10,3
1418532058851315718,Princia__,2021-07-23T11:22:52Z,9,0,3,8,1,4,2,1,10,3
1418532501816025093,ThierryCharloux,2021-07-23T11:24:38Z,9,0,3,8,1,4,2,1,10,3
1418532517267771392,jmwouters2,2021-07-23T11:24:41Z,9,0,3,8,1,4,2,1,10,3
1418532656388706308,EgoAquila,2021-07-23T11:25:15Z,9,0,3,8,1,4,2,1,10,3
1418532952636542978,LeNationaliste5,2021-07-23T11:26:25Z,9,0,3,8,1,4,2,1,10,3
1418533086443278337,LBri19,2021-07-23T11:26:57Z,9,0,3,8,1,4,2,1,10,3
1418533141699088392,GeorgesJaude,2021-07-23T11:27:10Z,9,0,3,8,1,4,2,1,10,3
1418533180412469254,elise_mori,2021-07-23T11:27:19Z,9,0,3,8,1,4,2,1,10,3
1418533214897979394,MaximeFaa,2021-07-23T11:27:28Z,9,0,3,8,1,4,2,1,10,3
1418533234250588160,NannyCool5,2021-07-23T11:27:32Z,9,0,3,8,1,4,2,1,10,3
1418533246728642560,FabienFR91,2021-07-23T11:27:35Z,9,0,3,8,1,4,2,1,10,3
1418533287073550344,ManuSTL_,2021-07-23T11:27:45Z,9,0,3,8,1,4,2,1,10,3
1418533417319387138,MeganRapido,2021-07-23T11:28:16Z,9,0,3,8,1,4,2,1,10,3
1418533549414682627,lealilou10,2021-07-23T11:28:47Z,9,0,3,8,1,4,2,1,10,3
1418533982988349448,PierreBourgade,2021-07-23T11:30:31Z,9,0,3,8,1,4,2,1,10,3
1418534076852711424,Nous16707521,2021-07-23T11:30:53Z,9,0,3,8,1,4,2,1,10,3
1418534079901876231,Alain_83740,2021-07-23T11:30:54Z,9,0,3,8,1,4,2,1,10,3
1418534260500312064,shionekii,2021-07-23T11:31:37Z,9,0,3,8,1,4,2,1,10,3
1418534494072623106,nivekmufc1312,2021-07-23T11:32:33Z,9,0,3,8,1,4,2,1,10,3
1418534554793558021,MalikiSerge,2021-07-23T11:32:47Z,9,0,3,8,1,4,2,1,10,3
1418534578650820613,MoniqueMm9,2021-07-23T11:32:53Z,9,0,3,8,1,4,2,1,10,3
1418534612716953601,PunchyMcGeect,2021-07-23T11:33:01Z,9,0,3,8,1,4,2,1,10,3
1418534640701394944,lolulookhre,2021-07-23T11:33:08Z,9,0,3,8,1,4,2,1,10,3
1418534846771744774,CorralesJoelle,2021-07-23T11:33:57Z,9,0,3,8,1,4,2,1,10,3
1418534885623537665,rousseau2002,2021-07-23T11:34:06Z,9,0,3,8,1,4,2,1,10,3
1418535143103422465,Vivien_Gosset,2021-07-23T11:35:07Z,9,0,3,8,1,4,2,1,10,3
1418535240260333571,LouideFuneste,2021-07-23T11:35:31Z,9,0,3,8,1,4,2,1,10,3
1418535294945615877,Layuns30,2021-07-23T11:35:44Z,9,0,3,8,1,4,2,1,10,3
1418535475346804741,urbany73,2021-07-23T11:36:27Z,9,0,3,8,1,4,2,1,10,3
1418535651633418244,CapitNMiceps,2021-07-23T11:37:09Z,9,0,3,8,1,4,2,1,10,3
1418535702787203074,TomasiJo,2021-07-23T11:37:21Z,9,0,3,8,1,4,2,1,10,3
1418535739369959426,StanStanislas24,2021-07-23T11:37:30Z,9,0,3,8,1,4,2,1,10,3
1418535747309735941,Max_Rotureau,2021-07-23T11:37:31Z,9,0,3,8,1,4,2,1,10,3
1418535866197323778,DLF_Calvados_14,2021-07-23T11:38:00Z,9,0,3,8,1,4,2,1,10,3
1418536251049848834,DxdHxgo,2021-07-23T11:39:32Z,9,0,3,8,1,4,2,1,10,3
1418536334256447494,napoleo69248738,2021-07-23T11:39:51Z,9,0,3,8,1,4,2,1,10,3
1418536886218395648,Michael2Humber1,2021-07-23T11:42:03Z,9,0,3,8,1,4,2,1,10,3
1418537011124781063,ptitpioupiou2,2021-07-23T11:42:33Z,9,0,3,8,1,4,2,1,10,3
1418537108541743114,LeprocAlain,2021-07-23T11:42:56Z,9,0,3,8,1,4,2,1,10,3
1418537160932790275,WellsLucie1,2021-07-23T11:43:08Z,9,0,3,8,1,4,2,1,10,3
1418537211956449281,JulietteEtVous2,2021-07-23T11:43:21Z,9,0,3,8,1,4,2,1,10,3
1418537416772751369,IamXoriGG,2021-07-23T11:44:09Z,9,0,3,8,1,4,2,1,10,3
1418537530388099075,Noemiedvr1,2021-07-23T11:44:37Z,9,0,3,8,1,4,2,1,10,3
1418537633777655810,gadyle,2021-07-23T11:45:01Z,9,0,3,8,1,4,2,1,10,3
1418537711342919683,Jeewel__,2021-07-23T11:45:20Z,9,0,3,8,1,4,2,1,10,3
1418537850677694465,EncoreUnZ,2021-07-23T11:45:53Z,9,0,3,8,1,4,2,1,10,3
1418538181234933760,niglo44,2021-07-23T11:47:12Z,9,0,3,8,1,4,2,1,10,3
1418538198788153346,ulud,2021-07-23T11:47:16Z,9,0,3,8,1,4,2,1,10,3
1418538373677989895,IsallGod,2021-07-23T11:47:58Z,9,0,3,8,1,4,2,1,10,3
1418538521757945856,MarianneFrance0,2021-07-23T11:48:33Z,9,0,3,8,1,4,2,1,10,3
1418538593677717511,VivreLibre18,2021-07-23T11:48:50Z,9,0,3,8,1,4,2,1,10,3
1418538882124091392,CacauHelmut,2021-07-23T11:49:59Z,9,0,3,8,1,4,2,1,10,3
1418538906430152707,JumpMaaan,2021-07-23T11:50:05Z,9,0,3,8,1,4,2,1,10,3
1418538921810698246,GohierNoelle,2021-07-23T11:50:08Z,9,0,3,8,1,4,2,1,10,3
1418539313093124099,LeVariantLoki,2021-07-23T11:51:42Z,9,0,3,8,1,4,2,1,10,3
1418539464352227330,PhenixThierry,2021-07-23T11:52:18Z,9,0,3,8,1,4,2,1,10,3
1418539615410130952,isey_robson,2021-07-23T11:52:54Z,9,0,3,8,1,4,2,1,10,3
1418539937398407176,22fwi,2021-07-23T11:54:10Z,9,0,3,8,1,4,2,1,10,3
1418539987507757060,AikmanNiki,2021-07-23T11:54:22Z,9,0,3,8,1,4,2,1,10,3
1418540368094695426,Babs_cat33,2021-07-23T11:55:53Z,9,0,3,8,1,4,2,1,10,3
1418540489092050949,ThierryRouby,2021-07-23T11:56:22Z,9,0,3,8,1,4,2,1,10,3
1418540598865321984,2021_liberte,2021-07-23T11:56:48Z,9,0,3,8,1,4,2,1,10,3
1418540773302145029,Jokerdepressif,2021-07-23T11:57:30Z,9,0,3,8,1,4,2,1,10,3
1418540935714070532,CyprienFrayon,2021-07-23T11:58:08Z,9,0,3,8,1,4,2,1,10,3
1418541424920956932,Kitty_Maggy,2021-07-23T12:00:05Z,9,0,3,8,1,4,2,1,10,3
1418541662582812672,CherbourgNatio1,2021-07-23T12:01:02Z,9,0,3,8,1,4,2,1,10,3
1418541668031209475,scorp24211,2021-07-23T12:01:03Z,9,0,3,8,1,4,2,1,10,3
1418541721294671872,PATRIOTEDLR22,2021-07-23T12:01:16Z,9,0,3,8,1,4,2,1,10,3
1418541766425423872,laure42619688,2021-07-23T12:01:27Z,9,0,3,8,1,4,2,1,10,3
1418541769319489543,Marine_Trump1,2021-07-23T12:01:27Z,9,0,3,8,1,4,2,1,10,3
1418541809198944256,Scoobyd25967447,2021-07-23T12:01:37Z,9,0,3,8,1,4,2,1,10,3
1418541999880278021,Carrionnat,2021-07-23T12:02:22Z,9,0,3,8,1,4,2,1,10,3
1418542028502310915,danny29597665,2021-07-23T12:02:29Z,9,0,3,8,1,4,2,1,10,3
1418542250976550916,Lb6392,2021-07-23T12:03:22Z,9,0,3,8,1,4,2,1,10,3
1418542378059714560,ventilator_blue,2021-07-23T12:03:52Z,9,0,3,8,1,4,2,1,10,3
1418542441418956804,Ulysse76600,2021-07-23T12:04:07Z,9,0,3,8,1,4,2,1,10,3
1418542960107528194,julien_mht,2021-07-23T12:06:11Z,9,0,3,8,1,4,2,1,10,3
1418543130501160961,Cosmospasban,2021-07-23T12:06:52Z,9,0,3,8,1,4,2,1,10,3
1418543449297629187,Capello___,2021-07-23T12:08:08Z,9,0,3,8,1,4,2,1,10,3
1418543523356368898,hideandseekFR,2021-07-23T12:08:25Z,9,0,3,8,1,4,2,1,10,3
1418543599583744004,Rubismug,2021-07-23T12:08:44Z,9,0,3,8,1,4,2,1,10,3
1418543729548439554,franceschia4,2021-07-23T12:09:15Z,9,0,3,8,1,4,2,1,10,3
1418543754290647049,Vatican25,2021-07-23T12:09:20Z,9,0,3,8,1,4,2,1,10,3
1418543935249649668,dlf38_6,2021-07-23T12:10:04Z,9,0,3,8,1,4,2,1,10,3
1418544015465754628,Lacroix97895499,2021-07-23T12:10:23Z,9,0,3,8,1,4,2,1,10,3
1418544381775302659,Sonofafrika7,2021-07-23T12:11:50Z,9,0,3,8,1,4,2,1,10,3
1418544422904635397,BookaDoe,2021-07-23T12:12:00Z,9,0,3,8,1,4,2,1,10,3
1418544698008952842,DjosseHOUENOU,2021-07-23T12:13:05Z,9,0,3,8,1,4,2,1,10,3
1418544716086382595,Pacolispano1,2021-07-23T12:13:10Z,9,0,3,8,1,4,2,1,10,3
1418544727230648324,auvrhex,2021-07-23T12:13:12Z,9,0,3,8,1,4,2,1,10,3
1418544797946634246,lifamaka,2021-07-23T12:13:29Z,9,0,3,8,1,4,2,1,10,3
1418545027710652419,BerangereRabier,2021-07-23T12:14:24Z,9,0,3,8,1,4,2,1,10,3
1418530709636005888,dragonduclos,2021-07-23T11:17:30Z,8,0,3,10,1,5,0,1,10,2
1418530989563842562,didier04280,2021-07-23T11:18:37Z,8,0,3,10,1,5,0,1,10,2
1418531371371298818,henrypoly1,2021-07-23T11:20:08Z,8,0,3,10,1,5,0,1,10,2
1418533588102955012,CampagnolTVL,2021-07-23T11:28:57Z,8,0,3,10,1,5,0,1,10,2
1418535126905073665,SylvainTronet,2021-07-23T11:35:04Z,8,0,3,10,1,5,0,1,10,2
1418535775487004672,ga_taca,2021-07-23T11:37:38Z,8,0,3,10,1,5,0,1,10,2
1418535968395698181,2pi1sigma,2021-07-23T11:38:24Z,8,0,3,10,1,5,0,1,10,2
1418537187092705286,RaymRaymond1,2021-07-23T11:43:15Z,8,0,3,10,1,5,0,1,10,2
1418539433054384131,FPertegas,2021-07-23T11:52:10Z,8,0,3,10,1,5,0,1,10,2
1418540889186750468,ethancorinne,2021-07-23T11:57:57Z,8,0,3,10,1,5,0,1,10,2
1418540898858700809,52Fabienne,2021-07-23T11:58:00Z,8,0,3,10,1,5,0,1,10,2
1418541484635271169,DianeDelavallee,2021-07-23T12:00:19Z,8,0,3,10,1,5,0,1,10,2
1418542010974314499,PrintempsFrance,2021-07-23T12:02:25Z,8,0,3,10,1,5,0,1,10,2
1418542337551122432,JeanMarcVILLER,2021-07-23T12:03:43Z,8,0,3,10,1,5,0,1,10,2
1418543058845581312,DLaudic,2021-07-23T12:06:35Z,8,0,3,10,1,5,0,1,10,2
1418505216748568577,GuillaumeHrx,2021-07-23T09:36:12Z,7,1,5,7,0,7,3,0,9,1
1418505227351859203,InfoBernard1,2021-07-23T09:36:15Z,7,1,5,7,0,7,3,0,9,1
1418505311678345216,EB_Charlie,2021-07-23T09:36:35Z,7,1,5,7,0,7,3,0,9,1
1418505352421822466,nimocol,2021-07-23T09:36:45Z,7,1,5,7,0,7,3,0,9,1
1418506388813266945,MaelleYps,2021-07-23T09:40:52Z,7,1,5,7,0,7,3,0,9,1
1418506396153298952,Frog_Secuted,2021-07-23T09:40:54Z,7,1,5,7,0,7,3,0,9,1
1418506579553423364,Oxydiall,2021-07-23T09:41:37Z,7,1,5,7,0,7,3,0,9,1
1418506828422471684,luigidiparigi,2021-07-23T09:42:37Z,7,1,5,7,0,7,3,0,9,1
1418506917014609920,SylvainLefevr10,2021-07-23T09:42:58Z,7,1,5,7,0,7,3,0,9,1
